1,2018-02-23 20:22:17.804+0000,'node_1','flow2',222,'L/h'
1,2019-07-04 22:31:40.344+0000,'node_1','flow2',185,'L/h'
1,2017-05-07 00:08:57.457+0000,'node_1','flow2',140,'L/h'
1,2020-02-18 16:26:34.534+0000,'node_1','flow2',124,'L/h'
1,2019-03-07 19:51:11.556+0000,'node_1','flow2',239,'L/h'
1,2019-09-18 19:50:28.519+0000,'node_1','flow2',220,'L/h'
1,2017-07-28 13:32:54.039+0000,'node_1','flow2',67,'L/h'
1,2017-05-02 03:15:41.763+0000,'node_1','flow2',163,'L/h'
1,2018-02-22 02:01:26.676+0000,'node_1','flow2',8,'L/h'
1,2018-01-09 19:59:30.753+0000,'node_1','flow2',228,'L/h'
1,2017-12-29 16:19:46.969+0000,'node_1','flow2',134,'L/h'
1,2018-01-16 21:50:04.495+0000,'node_1','flow2',13,'L/h'
1,2018-03-15 07:34:26.316+0000,'node_1','flow2',208,'L/h'
1,2018-10-04 01:54:13.025+0000,'node_1','flow2',251,'L/h'
1,2017-07-23 17:01:19.369+0000,'node_1','flow2',132,'L/h'
1,2019-10-07 21:59:04.418+0000,'node_1','flow2',45,'L/h'
1,2017-02-11 17:15:20.976+0000,'node_1','flow2',72,'L/h'
1,2019-06-02 07:12:14.128+0000,'node_1','flow2',30,'L/h'
1,2018-05-23 12:22:33.151+0000,'node_1','flow2',207,'L/h'
1,2019-10-26 08:43:52.104+0000,'node_1','flow2',156,'L/h'
1,2018-10-25 11:15:55.530+0000,'node_1','flow2',139,'L/h'
1,2018-11-10 19:48:39.711+0000,'node_1','flow2',183,'L/h'
1,2017-08-01 11:51:23.037+0000,'node_1','flow2',168,'L/h'
1,2017-02-19 23:25:42.414+0000,'node_1','flow2',171,'L/h'
1,2019-06-22 05:36:31.438+0000,'node_1','flow2',101,'L/h'
1,2018-06-11 22:50:30.924+0000,'node_1','flow2',139,'L/h'
1,2020-02-09 05:43:31.627+0000,'node_1','flow2',27,'L/h'
1,2017-09-29 12:19:20.389+0000,'node_1','flow2',108,'L/h'
1,2019-06-24 20:59:36.105+0000,'node_1','flow2',230,'L/h'
1,2020-02-10 18:15:42.349+0000,'node_1','flow2',135,'L/h'
1,2018-07-30 12:18:33.804+0000,'node_1','flow2',222,'L/h'
1,2019-04-05 22:25:15.519+0000,'node_1','light',243,'Lux'
1,2018-09-30 06:20:10.059+0000,'node_1','light',246,'Lux'
1,2017-06-20 05:37:18.450+0000,'node_1','light',64,'Lux'
1,2018-02-28 14:10:11.770+0000,'node_1','light',37,'Lux'
1,2020-02-04 16:51:59.016+0000,'node_1','light',113,'Lux'
1,2019-05-15 12:53:48.771+0000,'node_1','light',250,'Lux'
1,2019-02-16 11:00:46.685+0000,'node_1','light',255,'Lux'
1,2018-09-15 23:44:49.743+0000,'node_1','light',223,'Lux'
1,2019-09-15 00:21:53.528+0000,'node_1','light',86,'Lux'
1,2019-05-09 15:48:54.527+0000,'node_1','light',227,'Lux'
1,2018-12-17 06:38:09.270+0000,'node_1','light',238,'Lux'
1,2017-06-29 13:44:00.210+0000,'node_1','light',82,'Lux'
1,2020-03-16 18:56:23.230+0000,'node_1','light',68,'Lux'
1,2019-11-23 22:03:13.596+0000,'node_1','light',164,'Lux'
1,2018-05-28 17:22:40.516+0000,'node_1','light',238,'Lux'
1,2018-01-07 01:33:17.707+0000,'node_1','light',166,'Lux'
1,2017-03-05 01:46:52.125+0000,'node_1','light',247,'Lux'
1,2017-12-26 14:38:20.085+0000,'node_1','light',205,'Lux'
1,2018-04-12 23:04:40.676+0000,'node_1','light',57,'Lux'
1,2017-06-19 02:40:59.090+0000,'node_1','light',45,'Lux'
1,2019-10-01 07:20:13.572+0000,'node_1','light',109,'Lux'
1,2019-12-08 17:01:07.771+0000,'node_1','light',110,'Lux'
1,2018-04-20 18:07:16.824+0000,'node_1','light',102,'Lux'
1,2018-09-10 13:39:35.608+0000,'node_1','light',2,'Lux'
1,2017-04-28 10:18:34.143+0000,'node_1','light',115,'Lux'
1,2018-02-14 07:11:52.764+0000,'node_1','light',249,'Lux'
1,2019-05-27 17:44:46.309+0000,'node_1','light',255,'Lux'
1,2019-01-01 01:14:33.833+0000,'node_1','light',161,'Lux'
1,2017-11-28 09:49:10.777+0000,'node_1','light',114,'Lux'
1,2017-07-02 00:34:03.852+0000,'node_1','light',55,'Lux'
1,2018-12-22 08:35:21.525+0000,'node_1','light',45,'Lux'
1,2017-01-30 08:21:02.698+0000,'node_1','light',142,'Lux'
1,2017-06-17 05:36:26.862+0000,'node_1','light',188,'Lux'
1,2019-06-20 01:45:54.164+0000,'node_1','light',53,'Lux'
1,2019-02-14 07:56:46.143+0000,'node_1','preasure1',202,'Pa'
1,2018-07-19 15:45:34.273+0000,'node_1','preasure1',240,'Pa'
1,2017-01-22 16:54:16.937+0000,'node_1','preasure1',227,'Pa'
1,2019-11-27 07:50:58.600+0000,'node_1','preasure1',162,'Pa'
1,2017-01-11 23:37:29.903+0000,'node_1','preasure1',31,'Pa'
1,2017-01-10 00:07:30.638+0000,'node_1','preasure1',226,'Pa'
1,2018-12-25 17:17:41.983+0000,'node_1','preasure1',57,'Pa'
1,2019-02-17 02:26:48.345+0000,'node_1','preasure1',96,'Pa'
1,2018-08-30 23:31:43.915+0000,'node_1','preasure1',32,'Pa'
1,2017-01-16 16:11:35.764+0000,'node_1','preasure1',239,'Pa'
1,2017-08-25 22:22:53.351+0000,'node_1','preasure1',137,'Pa'
1,2019-10-21 08:40:46.976+0000,'node_1','temp1',239,'C'
1,2019-10-25 08:10:15.924+0000,'node_1','temp1',31,'C'
1,2020-01-11 10:19:02.869+0000,'node_1','temp1',29,'C'
1,2020-03-12 14:52:04.814+0000,'node_1','temp1',151,'C'
1,2019-03-03 00:28:18.883+0000,'node_2','temp3',62,'F'
1,2018-01-05 20:47:53.026+0000,'node_2','temp3',130,'F'
1,2018-04-06 08:55:57.956+0000,'node_2','temp3',209,'F'
1,2019-10-13 11:24:34.636+0000,'node_2','temp3',215,'F'
1,2017-10-30 04:04:37.816+0000,'node_2','temp3',82,'F'
1,2020-03-02 09:03:33.680+0000,'node_2','temp3',241,'F'
1,2019-12-10 23:27:12.164+0000,'node_2','temp3',157,'F'
1,2018-10-14 11:48:41.366+0000,'node_2','temp3',29,'F'
1,2017-12-27 07:48:37.023+0000,'node_2','temp3',64,'F'
1,2019-04-04 12:23:49.874+0000,'node_2','temp3',47,'F'
1,2019-04-29 02:16:38.465+0000,'node_2','temp3',184,'F'
1,2019-02-24 13:33:36.027+0000,'node_2','temp3',176,'F'
1,2019-06-12 22:47:21.999+0000,'node_2','temp3',60,'F'
1,2018-04-11 12:02:37.766+0000,'node_2','temp3',178,'F'
1,2019-05-21 03:43:27.560+0000,'node_2','temp3',55,'F'
1,2020-01-16 23:12:29.438+0000,'node_2','temp3',158,'F'
1,2017-04-20 07:37:25.262+0000,'node_2','temp3',226,'F'
1,2019-09-07 19:11:44.925+0000,'node_2','temp3',100,'F'
1,2017-09-22 07:10:50.221+0000,'node_2','temp3',98,'F'
1,2019-10-21 07:28:22.716+0000,'node_2','temp3',197,'F'
1,2018-11-03 10:44:41.333+0000,'node_2','temp3',186,'F'
1,2018-06-27 01:28:44.223+0000,'node_2','temp3',50,'F'
1,2018-11-27 20:56:45.059+0000,'node_2','temp3',89,'F'
1,2018-03-13 07:20:53.669+0000,'node_2','temp3',160,'F'
1,2019-05-17 17:04:53.164+0000,'node_2','temp3',0,'F'
1,2017-10-14 23:44:43.941+0000,'node_2','temp3',8,'F'
1,2019-07-09 06:26:22.321+0000,'node_2','temp3',118,'F'
1,2018-09-02 21:25:10.481+0000,'node_2','flow2',32,'L/h'
1,2017-04-25 08:20:25.518+0000,'node_2','flow2',46,'L/h'
1,2017-06-03 12:14:58.840+0000,'node_2','flow2',35,'L/h'
1,2019-07-30 12:25:26.775+0000,'node_2','flow2',173,'L/h'
1,2020-02-26 14:11:34.756+0000,'node_2','flow2',158,'L/h'
1,2018-09-07 14:51:44.921+0000,'node_2','flow2',174,'L/h'
1,2020-01-30 13:16:34.659+0000,'node_2','flow2',65,'L/h'
1,2019-01-20 07:01:25.559+0000,'node_2','flow2',240,'L/h'
1,2019-10-29 03:02:23.094+0000,'node_2','flow2',186,'L/h'
1,2017-04-01 01:43:19.032+0000,'node_2','flow2',138,'L/h'
1,2020-02-11 12:40:12.279+0000,'node_2','flow2',228,'L/h'
1,2019-06-03 15:38:21.548+0000,'node_2','flow2',205,'L/h'
1,2017-09-01 02:23:48.406+0000,'node_2','flow2',251,'L/h'
1,2017-08-23 17:49:30.995+0000,'node_2','flow2',78,'L/h'
1,2017-06-19 09:10:26.095+0000,'node_2','flow2',143,'L/h'
1,2018-10-16 21:44:06.170+0000,'node_2','flow2',108,'L/h'
1,2017-05-30 03:52:54.402+0000,'node_2','flow2',180,'L/h'
1,2019-04-24 20:22:29.129+0000,'node_2','flow2',137,'L/h'
1,2017-05-25 19:50:26.160+0000,'node_2','flow2',172,'L/h'
1,2019-10-26 16:58:30.274+0000,'node_2','flow2',101,'L/h'
1,2018-01-03 07:51:32.213+0000,'node_2','flow2',90,'L/h'
1,2019-11-20 22:37:24.816+0000,'node_2','flow2',105,'L/h'
1,2019-02-16 09:57:04.747+0000,'node_2','flow2',166,'L/h'
1,2018-05-20 07:22:17.326+0000,'node_2','flow2',189,'L/h'
