1,1,2018-02-23 20:22:17.804+0000,222
2,1,2019-07-04 22:31:40.344+0000,185
3,1,2017-05-07 00:08:57.457+0000,140
4,1,2020-02-18 16:26:34.534+0000,124
5,1,2019-03-07 19:51:11.556+0000,239
6,1,2019-09-18 19:50:28.519+0000,220
7,1,2017-07-28 13:32:54.039+0000,67
8,1,2017-05-02 03:15:41.763+0000,163
9,1,2018-02-22 02:01:26.676+0000,8
10,1,2018-01-09 19:59:30.753+0000,228
11,1,2017-12-29 16:19:46.969+0000,134
12,1,2018-01-16 21:50:04.495+0000,13
13,1,2018-03-15 07:34:26.316+0000,208
14,1,2018-10-04 01:54:13.025+0000,251
15,1,2017-07-23 17:01:19.369+0000,132
16,1,2019-10-07 21:59:04.418+0000,45
17,1,2017-02-11 17:15:20.976+0000,72
18,1,2019-06-02 07:12:14.128+0000,30
19,1,2018-05-23 12:22:33.151+0000,207
20,1,2019-10-26 08:43:52.104+0000,156
21,1,2018-10-25 11:15:55.530+0000,139
22,1,2018-11-10 19:48:39.711+0000,183
23,1,2017-08-01 11:51:23.037+0000,168
24,1,2017-02-19 23:25:42.414+0000,171
25,1,2019-06-22 05:36:31.438+0000,101
26,1,2018-06-11 22:50:30.924+0000,139
27,1,2020-02-09 05:43:31.627+0000,27
28,1,2017-09-29 12:19:20.389+0000,108
29,1,2019-06-24 20:59:36.105+0000,230
30,1,2020-02-10 18:15:42.349+0000,135
31,1,2018-07-30 12:18:33.804+0000,222
32,2,2019-04-05 22:25:15.519+0000,243
33,2,2018-09-30 06:20:10.059+0000,246
34,2,2017-06-20 05:37:18.450+0000,64
35,2,2018-02-28 14:10:11.770+0000,37
36,2,2020-02-04 16:51:59.016+0000,113
37,2,2019-05-15 12:53:48.771+0000,250
38,2,2019-02-16 11:00:46.685+0000,255
39,2,2018-09-15 23:44:49.743+0000,223
40,2,2019-09-15 00:21:53.528+0000,86
41,2,2019-05-09 15:48:54.527+0000,227
42,2,2018-12-17 06:38:09.270+0000,238
43,2,2017-06-29 13:44:00.210+0000,82
44,2,2020-03-16 18:56:23.230+0000,68
45,2,2019-11-23 22:03:13.596+0000,164
46,2,2018-05-28 17:22:40.516+0000,238
47,2,2018-01-07 01:33:17.707+0000,166
48,2,2017-03-05 01:46:52.125+0000,247
49,2,2017-12-26 14:38:20.085+0000,205
50,2,2018-04-12 23:04:40.676+0000,57
51,2,2017-06-19 02:40:59.090+0000,45
52,2,2019-10-01 07:20:13.572+0000,109
53,2,2019-12-08 17:01:07.771+0000,110
54,2,2018-04-20 18:07:16.824+0000,102
55,2,2018-09-10 13:39:35.608+0000,2
56,2,2017-04-28 10:18:34.143+0000,115
57,2,2018-02-14 07:11:52.764+0000,249
58,2,2019-05-27 17:44:46.309+0000,255
59,2,2019-01-01 01:14:33.833+0000,161
60,2,2017-11-28 09:49:10.777+0000,114
61,2,2017-07-02 00:34:03.852+0000,55
62,2,2018-12-22 08:35:21.525+0000,45
63,2,2017-01-30 08:21:02.698+0000,142
64,2,2017-06-17 05:36:26.862+0000,188
65,2,2019-06-20 01:45:54.164+0000,53
66,3,2019-02-14 07:56:46.143+0000,202
67,3,2018-07-19 15:45:34.273+0000,240
68,3,2017-01-22 16:54:16.937+0000,227
69,3,2019-11-27 07:50:58.600+0000,162
70,3,2017-01-11 23:37:29.903+0000,31
71,3,2017-01-10 00:07:30.638+0000,226
72,3,2018-12-25 17:17:41.983+0000,57
73,3,2019-02-17 02:26:48.345+0000,96
74,3,2018-08-30 23:31:43.915+0000,32
75,3,2017-01-16 16:11:35.764+0000,239
76,3,2017-08-25 22:22:53.351+0000,137
77,4,2019-10-21 08:40:46.976+0000,239
78,4,2019-10-25 08:10:15.924+0000,31
79,4,2020-01-11 10:19:02.869+0000,29
80,4,2020-03-12 14:52:04.814+0000,151
81,5,2019-03-03 00:28:18.883+0000,62
82,5,2018-01-05 20:47:53.026+0000,130
83,5,2018-04-06 08:55:57.956+0000,209
84,5,2019-10-13 11:24:34.636+0000,215
85,5,2017-10-30 04:04:37.816+0000,82
86,5,2020-03-02 09:03:33.680+0000,241
87,5,2019-12-10 23:27:12.164+0000,157
88,5,2018-10-14 11:48:41.366+0000,29
89,5,2017-12-27 07:48:37.023+0000,64
90,5,2019-04-04 12:23:49.874+0000,47
91,5,2019-04-29 02:16:38.465+0000,184
92,5,2019-02-24 13:33:36.027+0000,176
93,5,2019-06-12 22:47:21.999+0000,60
94,5,2018-04-11 12:02:37.766+0000,178
95,5,2019-05-21 03:43:27.560+0000,55
96,5,2020-01-16 23:12:29.438+0000,158
97,5,2017-04-20 07:37:25.262+0000,226
98,5,2019-09-07 19:11:44.925+0000,100
99,5,2017-09-22 07:10:50.221+0000,98
100,5,2019-10-21 07:28:22.716+0000,197
101,5,2018-11-03 10:44:41.333+0000,186
102,5,2018-06-27 01:28:44.223+0000,50
103,5,2018-11-27 20:56:45.059+0000,89
104,5,2018-03-13 07:20:53.669+0000,160
105,5,2019-05-17 17:04:53.164+0000,0
106,5,2017-10-14 23:44:43.941+0000,8
107,5,2019-07-09 06:26:22.321+0000,118
108,6,2018-09-02 21:25:10.481+0000,32
109,6,2017-04-25 08:20:25.518+0000,46
110,6,2017-06-03 12:14:58.840+0000,35
111,6,2019-07-30 12:25:26.775+0000,173
112,6,2020-02-26 14:11:34.756+0000,158
113,6,2018-09-07 14:51:44.921+0000,174
114,6,2020-01-30 13:16:34.659+0000,65
115,6,2019-01-20 07:01:25.559+0000,240
116,6,2019-10-29 03:02:23.094+0000,186
117,6,2017-04-01 01:43:19.032+0000,138
118,6,2020-02-11 12:40:12.279+0000,228
119,6,2019-06-03 15:38:21.548+0000,205
120,6,2017-09-01 02:23:48.406+0000,251
121,6,2017-08-23 17:49:30.995+0000,78
122,6,2017-06-19 09:10:26.095+0000,143
123,6,2018-10-16 21:44:06.170+0000,108
124,6,2017-05-30 03:52:54.402+0000,180
125,6,2019-04-24 20:22:29.129+0000,137
126,6,2017-05-25 19:50:26.160+0000,172
127,7,2019-10-26 16:58:30.274+0000,101
128,7,2018-01-03 07:51:32.213+0000,90
129,7,2019-11-20 22:37:24.816+0000,105
130,7,2019-02-16 09:57:04.747+0000,166
131,7,2018-05-20 07:22:17.326+0000,189
132,7,2019-06-04 12:27:56.082+0000,17
133,7,2018-12-22 17:23:04.249+0000,126
134,7,2017-11-06 16:35:11.341+0000,167
135,7,2018-08-18 12:30:17.026+0000,126
136,7,2018-09-12 16:26:47.093+0000,206
137,7,2017-12-20 06:46:34.432+0000,198
138,7,2019-11-12 12:03:15.533+0000,47
139,7,2017-11-29 07:01:35.846+0000,147
140,7,2018-10-11 05:45:01.084+0000,216
141,7,2019-05-12 05:09:52.017+0000,122
142,7,2020-01-01 10:43:52.597+0000,48
143,7,2019-08-03 12:08:46.728+0000,230
144,7,2017-12-07 18:29:08.648+0000,233
145,7,2017-02-18 08:59:44.349+0000,69
146,7,2017-04-03 18:14:39.083+0000,73
147,7,2018-09-08 16:23:19.430+0000,38
148,7,2017-11-12 07:43:58.852+0000,189
149,7,2017-09-20 19:30:10.212+0000,255
150,7,2020-03-10 09:22:40.832+0000,223
151,7,2018-11-13 22:03:53.150+0000,229
152,7,2017-04-26 22:52:34.670+0000,37
153,7,2019-07-02 05:05:41.848+0000,116
154,7,2017-08-21 09:15:13.790+0000,40
155,7,2018-11-12 10:38:52.322+0000,127
156,7,2018-03-28 19:05:33.239+0000,51
157,7,2018-03-24 14:56:26.735+0000,115
158,7,2020-03-23 06:38:38.584+0000,159
159,7,2019-06-12 07:35:09.087+0000,23
160,7,2019-03-14 03:50:49.552+0000,101
161,7,2018-06-01 02:26:55.809+0000,168
162,7,2017-02-11 23:59:48.021+0000,3
163,7,2018-08-17 11:35:30.415+0000,118
164,7,2017-06-04 06:01:45.105+0000,69
165,7,2019-11-22 07:55:43.626+0000,241
166,7,2018-04-01 22:52:37.477+0000,94
167,7,2020-02-07 19:41:50.525+0000,24
168,7,2018-06-07 02:38:47.350+0000,148
169,7,2019-06-01 11:55:21.258+0000,43
170,7,2018-01-28 21:12:05.996+0000,156
171,7,2017-02-14 23:54:36.986+0000,130
172,8,2018-02-07 15:14:08.914+0000,71
173,8,2018-01-22 21:46:01.362+0000,74
174,8,2019-10-08 13:28:47.371+0000,48
175,8,2018-04-19 05:32:31.796+0000,238
176,8,2017-01-16 21:33:58.969+0000,196
177,8,2018-02-27 22:25:37.706+0000,166
178,8,2018-11-17 06:02:06.516+0000,100
179,8,2019-11-08 23:26:29.474+0000,64
180,8,2017-06-22 17:42:03.312+0000,181
181,8,2019-07-09 11:30:11.666+0000,46
182,8,2017-07-05 16:39:39.075+0000,12
183,8,2020-03-18 03:07:47.107+0000,222
184,8,2018-06-10 18:43:22.765+0000,155
185,9,2017-05-24 11:31:39.764+0000,250
186,9,2017-03-31 19:06:49.418+0000,211
187,9,2018-09-10 12:29:18.335+0000,103
188,9,2017-03-08 14:39:28.681+0000,225
189,9,2018-04-28 09:41:19.285+0000,97
190,9,2018-05-07 11:04:52.624+0000,64
191,9,2019-03-09 03:09:32.416+0000,54
192,9,2017-10-31 20:26:57.643+0000,72
193,9,2018-12-04 15:03:53.294+0000,10
194,9,2020-01-07 03:34:53.149+0000,141
195,9,2017-03-30 16:14:55.424+0000,92
196,9,2019-05-22 06:46:00.631+0000,25
197,9,2018-07-24 07:55:24.157+0000,173
198,9,2018-10-05 22:42:46.420+0000,106
199,9,2018-12-27 18:24:37.974+0000,207
200,9,2017-06-23 07:21:59.926+0000,94
201,9,2018-02-19 02:18:20.745+0000,65
202,9,2017-03-18 05:08:10.875+0000,43
203,9,2019-04-10 21:46:26.284+0000,242
204,9,2017-11-18 21:51:28.841+0000,102
205,9,2017-01-13 05:12:35.006+0000,45
206,9,2018-08-12 01:29:48.057+0000,172
207,9,2018-11-27 09:52:40.006+0000,166
208,9,2018-07-26 15:04:06.707+0000,120
209,9,2017-10-18 15:57:40.693+0000,123
210,9,2019-03-30 10:10:10.052+0000,76
211,9,2019-06-27 09:43:10.977+0000,94
